2019/04/08 13:41:30.977 [D]  start to send message to kafka...
2019/04/08 13:41:30.984 [D]  pid:0 offset:1300

2019/04/08 13:41:30.984 [D]  start to send message to kafka...
2019/04/08 13:41:30.989 [D]  pid:0 offset:1301

2019/04/08 13:41:30.989 [D]  start to send message to kafka...
2019/04/08 13:41:31.970 [D]  pid:0 offset:1302

2019/04/08 13:41:31.970 [D]  start to send message to kafka...
2019/04/08 13:41:31.972 [D]  pid:0 offset:1303

2019/04/08 13:41:31.972 [D]  start to send message to kafka...
2019/04/08 13:41:31.976 [D]  pid:0 offset:1304

2019/04/08 13:41:31.976 [D]  start to send message to kafka...
2019/04/08 13:41:32.978 [D]  pid:0 offset:1305

2019/04/08 13:41:32.979 [D]  start to send message to kafka...
2019/04/08 13:41:32.982 [D]  pid:0 offset:1306

2019/04/08 13:41:32.982 [D]  start to send message to kafka...
2019/04/08 13:41:32.984 [D]  pid:0 offset:1307

2019/04/08 13:41:32.984 [D]  start to send message to kafka...
2019/04/08 13:41:33.975 [D]  pid:0 offset:1308

2019/04/08 13:41:33.975 [D]  start to send message to kafka...
2019/04/08 13:41:33.979 [D]  pid:0 offset:1309

2019/04/08 13:41:33.979 [D]  start to send message to kafka...
2019/04/08 13:41:33.983 [D]  pid:0 offset:1310

2019/04/08 13:41:33.983 [D]  start to send message to kafka...
2019/04/08 13:41:34.978 [D]  pid:0 offset:1311

2019/04/08 13:41:34.978 [D]  start to send message to kafka...
2019/04/08 13:41:34.982 [D]  pid:0 offset:1312

2019/04/08 13:41:34.982 [D]  start to send message to kafka...
2019/04/08 13:41:34.986 [D]  pid:0 offset:1313

2019/04/08 13:41:34.986 [D]  start to send message to kafka...
2019/04/08 13:41:35.983 [D]  pid:0 offset:1314

2019/04/08 13:41:35.983 [D]  start to send message to kafka...
2019/04/08 13:41:35.986 [D]  pid:0 offset:1315

2019/04/08 13:41:35.986 [D]  start to send message to kafka...
2019/04/08 13:41:35.992 [D]  pid:0 offset:1316

2019/04/08 13:41:35.993 [D]  start to send message to kafka...
2019/04/08 13:41:36.984 [D]  pid:0 offset:1317

2019/04/08 13:41:36.985 [D]  start to send message to kafka...
2019/04/08 13:41:36.992 [D]  pid:0 offset:1318

2019/04/08 13:41:36.992 [D]  start to send message to kafka...
2019/04/08 13:41:36.996 [D]  pid:0 offset:1319

2019/04/08 13:41:36.996 [D]  start to send message to kafka...
2019/04/08 13:41:37.982 [D]  pid:0 offset:1320

2019/04/08 13:41:37.982 [D]  start to send message to kafka...
2019/04/08 13:41:37.987 [D]  pid:0 offset:1321

2019/04/08 13:41:37.987 [D]  start to send message to kafka...
2019/04/08 13:41:37.998 [D]  pid:0 offset:1322

2019/04/08 13:41:37.998 [D]  start to send message to kafka...
2019/04/08 13:41:38.985 [D]  pid:0 offset:1323

2019/04/08 13:41:38.985 [D]  start to send message to kafka...
2019/04/08 13:41:38.992 [D]  pid:0 offset:1324

2019/04/08 13:41:38.992 [D]  start to send message to kafka...
2019/04/08 13:41:39.001 [D]  pid:0 offset:1325

2019/04/08 13:41:39.001 [D]  start to send message to kafka...
2019/04/08 13:41:39.982 [D]  pid:0 offset:1326

2019/04/08 13:41:39.982 [D]  start to send message to kafka...
2019/04/08 13:41:39.984 [D]  pid:0 offset:1327

2019/04/08 13:41:39.984 [D]  start to send message to kafka...
2019/04/08 13:41:39.987 [D]  pid:0 offset:1328

2019/04/08 13:41:39.987 [D]  start to send message to kafka...
2019/04/08 13:41:40.987 [D]  pid:0 offset:1329

2019/04/08 13:41:40.987 [D]  start to send message to kafka...
2019/04/08 13:41:40.992 [D]  pid:0 offset:1330

2019/04/08 13:41:40.992 [D]  start to send message to kafka...
2019/04/08 13:41:40.996 [D]  pid:0 offset:1331

2019/04/08 13:41:40.996 [D]  start to send message to kafka...
2019/04/08 13:41:41.983 [D]  pid:0 offset:1332

2019/04/08 13:41:41.983 [D]  start to send message to kafka...
2019/04/08 13:41:41.998 [D]  pid:0 offset:1333

2019/04/08 13:41:41.998 [D]  start to send message to kafka...
2019/04/08 13:41:42.003 [D]  pid:0 offset:1334

2019/04/08 13:41:42.003 [D]  start to send message to kafka...
